N,CPU,GPU
3940001,0.05510592460632324,0.0011997222900390625
3950001,0.0548701286315918,0.0008027553558349609
3960001,0.05502796173095703,0.0008187294006347656
3970001,0.05534934997558594,0.0008118152618408203
3980001,0.05582737922668457,0.0010845661163330078
3990001,0.05585360527038574,0.0008716583251953125
4000001,0.05603384971618652,0.0008242130279541016
4010001,0.0554356575012207,0.00080108642578125
4020001,0.05526399612426758,0.0008518695831298828
4030001,0.05684638023376465,0.0008337497711181641
4040001,0.056014299392700195,0.000827789306640625
4050001,0.08962178230285645,0.0009441375732421875
4060001,0.05859112739562988,0.0008318424224853516
4070001,0.05669260025024414,0.0008194446563720703
4080001,0.05655670166015625,0.0008306503295898438
4090001,0.05771017074584961,0.0008313655853271484
4100001,0.05789494514465332,0.0009379386901855469
4110001,0.057085514068603516,0.0008373260498046875
4120001,0.057443857192993164,0.0008370876312255859
4130001,0.0569460391998291,0.0008180141448974609
4140001,0.05799722671508789,0.0008969306945800781
4150001,0.05861353874206543,0.0008406639099121094
4160001,0.05813717842102051,0.0008459091186523438
4170001,0.058370351791381836,0.0010256767272949219
4180001,0.05904269218444824,0.0008444786071777344
4190001,0.05756115913391113,0.0008482933044433594
4200001,0.05850386619567871,0.0008492469787597656
4210001,0.06058168411254883,0.0014269351959228516
4220001,0.0830678939819336,0.0008740425109863281
4230001,0.05997633934020996,0.0008728504180908203
4240001,0.059227943420410156,0.0008466243743896484
4250001,0.05830526351928711,0.0008473396301269531
4260001,0.05951237678527832,0.0008547306060791016
4270001,0.059166669845581055,0.0008614063262939453
4280001,0.059775590896606445,0.0008606910705566406
4290001,0.059406280517578125,0.0009579658508300781
4300001,0.059983015060424805,0.0008447170257568359
4310001,0.060132741928100586,0.0008590221405029297
4320001,0.05988001823425293,0.0008432865142822266
4330001,0.05999612808227539,0.0008456707000732422
4340001,0.06025552749633789,0.0008597373962402344
4350001,0.06081056594848633,0.0008800029754638672
4360001,0.061432600021362305,0.0009303092956542969
4370001,0.060996294021606445,0.0013341903686523438
4380001,0.08331441879272461,0.0008907318115234375
4390001,0.0611879825592041,0.0008873939514160156
4400001,0.061112403869628906,0.0008671283721923828
4410001,0.06043100357055664,0.0009694099426269531
4420001,0.061127662658691406,0.0008664131164550781
4430001,0.06132388114929199,0.0008628368377685547
4440001,0.06152057647705078,0.0008907318115234375
4450001,0.06159090995788574,0.0008668899536132812
4460001,0.06227517127990723,0.0008871555328369141
4470001,0.06296038627624512,0.0008785724639892578
4480001,0.06200909614562988,0.0009655952453613281
4490001,0.06262707710266113,0.0008647441864013672
4500001,0.06376194953918457,0.0008950233459472656
4510001,0.06254053115844727,0.0008828639984130859
4520001,0.06270408630371094,0.0008916854858398438
4530001,0.10275697708129883,0.0014390945434570312
4540001,0.06448912620544434,0.0009260177612304688
4550001,0.06387686729431152,0.0008857250213623047
4560001,0.06313443183898926,0.0008804798126220703
4570001,0.06702256202697754,0.0008821487426757812
4580001,0.06353306770324707,0.0009722709655761719
4590001,0.0648496150970459,0.0009129047393798828
4600001,0.06407642364501953,0.0009152889251708984
4610001,0.06507611274719238,0.0009093284606933594
4620001,0.06419849395751953,0.0010223388671875
4630001,0.06400251388549805,0.001024484634399414
4640001,0.06367945671081543,0.0008852481842041016
4650001,0.06490683555603027,0.0008919239044189453
4660001,0.0647130012512207,0.0009138584136962891
4670001,0.06498908996582031,0.0008878707885742188
4680001,0.08996462821960449,0.0008997917175292969
4690001,0.06585025787353516,0.0009164810180664062
4700001,0.06531906127929688,0.0009186267852783203
4710001,0.0653078556060791,0.000911712646484375
4720001,0.06553363800048828,0.0008993148803710938
4730001,0.06516218185424805,0.000919342041015625
4740001,0.06616044044494629,0.0009205341339111328
4750001,0.06618976593017578,0.0009188652038574219
4760001,0.06688857078552246,0.0009305477142333984
4770001,0.06654238700866699,0.0009174346923828125
4780001,0.06691312789916992,0.0009760856628417969
4790001,0.06731486320495605,0.0009090900421142578
4800001,0.06670975685119629,0.0009312629699707031
4810001,0.06733298301696777,0.0009326934814453125
4820001,0.09169530868530273,0.002274751663208008
4830001,0.07909202575683594,0.001051187515258789
4840001,0.06862258911132812,0.0009567737579345703
4850001,0.06904149055480957,0.0010077953338623047
4860001,0.0681905746459961,0.0013282299041748047
4870001,0.06878423690795898,0.0009403228759765625
4880001,0.06834864616394043,0.0009391307830810547
4890001,0.06803345680236816,0.0009238719940185547
4900001,0.06835818290710449,0.0009496212005615234
4910001,0.06844162940979004,0.0009324550628662109
4920001,0.0686495304107666,0.0009450912475585938
4930001,0.07010316848754883,0.0009388923645019531
4940001,0.06877779960632324,0.0009255409240722656
4950001,0.06790685653686523,0.0009133815765380859
4960001,0.09977054595947266,0.0011234283447265625
4970001,0.07036709785461426,0.0009753704071044922
4980001,0.06990385055541992,0.0009748935699462891
4990001,0.06944847106933594,0.0009374618530273438
5000001,0.06967353820800781,0.0012516975402832031
5010001,0.06895041465759277,0.0011909008026123047
5020001,0.06981325149536133,0.0010924339294433594
5030001,0.07013773918151855,0.0011065006256103516
5040001,0.06967949867248535,0.0011811256408691406
5050001,0.07045841217041016,0.0010941028594970703
5060001,0.07030034065246582,0.0010879039764404297
5070001,0.07136964797973633,0.0012845993041992188
5080001,0.07002854347229004,0.0010981559753417969
5090001,0.07068419456481934,0.0011909008026123047
5100001,0.09424304962158203,0.0012917518615722656
5110001,0.07116508483886719,0.0012385845184326172
5120001,0.06996393203735352,0.001180410385131836
5130001,0.0700678825378418,0.0012807846069335938
5140001,0.07774877548217773,0.0013434886932373047
5150001,0.07046794891357422,0.0010991096496582031
5160001,0.07041358947753906,0.0012822151184082031
5170001,0.0710146427154541,0.0012011528015136719
5180001,0.0721280574798584,0.0011157989501953125
5190001,0.07056736946105957,0.0012383460998535156
5200001,0.07186484336853027,0.0012102127075195312
5210001,0.07181835174560547,0.001459360122680664
5220001,0.07143282890319824,0.0012133121490478516
5230001,0.11549043655395508,0.0011668205261230469
5240001,0.0730736255645752,0.0012090206146240234
5250001,0.07243871688842773,0.001199960708618164
5260001,0.07190680503845215,0.001119375228881836
5270001,0.07311201095581055,0.0011212825775146484
